id,category,buggy_file,fixed_file,reasoning,buggy_snippet,fixed_snippet
01_race_conditions_39,01_race_conditions,dataset/01_race_conditions/sample_39_buggy.v,dataset/01_race_conditions/sample_39_fixed.v,Using blocking assignment '=' in a clocked negedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_39 (
    input clk,
    input [3:0] sig_in_39,
    output reg [3:0] sig_out_39
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(negedge clk) begin
        sig_out_39 = sig_in_39 + 1'b1;
    end
endmodule
","module race_mod_39 (
    input clk,
    input [3:0] sig_in_39,
    output reg [3:0] sig_out_39
);
    // FIX: Use non-blocking assignment
    always @(negedge clk) begin
        sig_out_39 <= sig_in_39 + 1'b1;
    end
endmodule
"
01_race_conditions_40,01_race_conditions,dataset/01_race_conditions/sample_40_buggy.v,dataset/01_race_conditions/sample_40_fixed.v,Using blocking assignment '=' in a clocked posedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_40 (
    input clk,
    input [63:0] sig_in_40,
    output reg [63:0] sig_out_40
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(posedge clk) begin
        sig_out_40 = sig_in_40 + 1'b1;
    end
endmodule
","module race_mod_40 (
    input clk,
    input [63:0] sig_in_40,
    output reg [63:0] sig_out_40
);
    // FIX: Use non-blocking assignment
    always @(posedge clk) begin
        sig_out_40 <= sig_in_40 + 1'b1;
    end
endmodule
"
01_race_conditions_41,01_race_conditions,dataset/01_race_conditions/sample_41_buggy.v,dataset/01_race_conditions/sample_41_fixed.v,Using blocking assignment '=' in a clocked posedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_41 (
    input clk,
    input [3:0] sig_in_41,
    output reg [3:0] sig_out_41
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(posedge clk) begin
        sig_out_41 = sig_in_41 + 1'b1;
    end
endmodule
","module race_mod_41 (
    input clk,
    input [3:0] sig_in_41,
    output reg [3:0] sig_out_41
);
    // FIX: Use non-blocking assignment
    always @(posedge clk) begin
        sig_out_41 <= sig_in_41 + 1'b1;
    end
endmodule
"
01_race_conditions_42,01_race_conditions,dataset/01_race_conditions/sample_42_buggy.v,dataset/01_race_conditions/sample_42_fixed.v,Using blocking assignment '=' in a clocked negedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_42 (
    input clk,
    input [63:0] sig_in_42,
    output reg [63:0] sig_out_42
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(negedge clk) begin
        sig_out_42 = sig_in_42 + 1'b1;
    end
endmodule
","module race_mod_42 (
    input clk,
    input [63:0] sig_in_42,
    output reg [63:0] sig_out_42
);
    // FIX: Use non-blocking assignment
    always @(negedge clk) begin
        sig_out_42 <= sig_in_42 + 1'b1;
    end
endmodule
"
01_race_conditions_43,01_race_conditions,dataset/01_race_conditions/sample_43_buggy.v,dataset/01_race_conditions/sample_43_fixed.v,Using blocking assignment '=' in a clocked posedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_43 (
    input clk,
    input [31:0] sig_in_43,
    output reg [31:0] sig_out_43
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(posedge clk) begin
        sig_out_43 = sig_in_43 + 1'b1;
    end
endmodule
","module race_mod_43 (
    input clk,
    input [31:0] sig_in_43,
    output reg [31:0] sig_out_43
);
    // FIX: Use non-blocking assignment
    always @(posedge clk) begin
        sig_out_43 <= sig_in_43 + 1'b1;
    end
endmodule
"
01_race_conditions_44,01_race_conditions,dataset/01_race_conditions/sample_44_buggy.v,dataset/01_race_conditions/sample_44_fixed.v,Using blocking assignment '=' in a clocked posedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_44 (
    input clk,
    input [3:0] sig_in_44,
    output reg [3:0] sig_out_44
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(posedge clk) begin
        sig_out_44 = sig_in_44 + 1'b1;
    end
endmodule
","module race_mod_44 (
    input clk,
    input [3:0] sig_in_44,
    output reg [3:0] sig_out_44
);
    // FIX: Use non-blocking assignment
    always @(posedge clk) begin
        sig_out_44 <= sig_in_44 + 1'b1;
    end
endmodule
"
01_race_conditions_45,01_race_conditions,dataset/01_race_conditions/sample_45_buggy.v,dataset/01_race_conditions/sample_45_fixed.v,Using blocking assignment '=' in a clocked posedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_45 (
    input clk,
    input [15:0] sig_in_45,
    output reg [15:0] sig_out_45
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(posedge clk) begin
        sig_out_45 = sig_in_45 + 1'b1;
    end
endmodule
","module race_mod_45 (
    input clk,
    input [15:0] sig_in_45,
    output reg [15:0] sig_out_45
);
    // FIX: Use non-blocking assignment
    always @(posedge clk) begin
        sig_out_45 <= sig_in_45 + 1'b1;
    end
endmodule
"
01_race_conditions_46,01_race_conditions,dataset/01_race_conditions/sample_46_buggy.v,dataset/01_race_conditions/sample_46_fixed.v,Using blocking assignment '=' in a clocked posedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_46 (
    input clk,
    input [7:0] sig_in_46,
    output reg [7:0] sig_out_46
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(posedge clk) begin
        sig_out_46 = sig_in_46 + 1'b1;
    end
endmodule
","module race_mod_46 (
    input clk,
    input [7:0] sig_in_46,
    output reg [7:0] sig_out_46
);
    // FIX: Use non-blocking assignment
    always @(posedge clk) begin
        sig_out_46 <= sig_in_46 + 1'b1;
    end
endmodule
"
01_race_conditions_47,01_race_conditions,dataset/01_race_conditions/sample_47_buggy.v,dataset/01_race_conditions/sample_47_fixed.v,Using blocking assignment '=' in a clocked posedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_47 (
    input clk,
    input [63:0] sig_in_47,
    output reg [63:0] sig_out_47
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(posedge clk) begin
        sig_out_47 = sig_in_47 + 1'b1;
    end
endmodule
","module race_mod_47 (
    input clk,
    input [63:0] sig_in_47,
    output reg [63:0] sig_out_47
);
    // FIX: Use non-blocking assignment
    always @(posedge clk) begin
        sig_out_47 <= sig_in_47 + 1'b1;
    end
endmodule
"
01_race_conditions_48,01_race_conditions,dataset/01_race_conditions/sample_48_buggy.v,dataset/01_race_conditions/sample_48_fixed.v,Using blocking assignment '=' in a clocked posedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_48 (
    input clk,
    input [31:0] sig_in_48,
    output reg [31:0] sig_out_48
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(posedge clk) begin
        sig_out_48 = sig_in_48 + 1'b1;
    end
endmodule
","module race_mod_48 (
    input clk,
    input [31:0] sig_in_48,
    output reg [31:0] sig_out_48
);
    // FIX: Use non-blocking assignment
    always @(posedge clk) begin
        sig_out_48 <= sig_in_48 + 1'b1;
    end
endmodule
"
01_race_conditions_49,01_race_conditions,dataset/01_race_conditions/sample_49_buggy.v,dataset/01_race_conditions/sample_49_fixed.v,Using blocking assignment '=' in a clocked negedge clk block causes simulation/synthesis race conditions. Used non-blocking '<=' instead.,"module race_mod_49 (
    input clk,
    input [7:0] sig_in_49,
    output reg [7:0] sig_out_49
);
    // BUG: Mixing blocking assignment in sequential logic
    always @(negedge clk) begin
        sig_out_49 = sig_in_49 + 1'b1;
    end
endmodule
","module race_mod_49 (
    input clk,
    input [7:0] sig_in_49,
    output reg [7:0] sig_out_49
);
    // FIX: Use non-blocking assignment
    always @(negedge clk) begin
        sig_out_49 <= sig_in_49 + 1'b1;
    end
endmodule
"
02_inferred_latches_0,02_inferred_latches,dataset/02_inferred_latches/sample_0_buggy.v,dataset/02_inferred_latches/sample_0_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_0 (
    input [2:0] sel_0,
    input en,
    output reg dec_0
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_0 > 0) begin
            dec_0 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_0 (
    input [2:0] sel_0,
    input en,
    output reg dec_0
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_0 > 0) begin
            dec_0 = 1'b1;
        end else begin
            dec_0 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_1,02_inferred_latches,dataset/02_inferred_latches/sample_1_buggy.v,dataset/02_inferred_latches/sample_1_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_1 (
    input [3:0] sel_1,
    input en,
    output reg dec_1
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_1 > 0) begin
            dec_1 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_1 (
    input [3:0] sel_1,
    input en,
    output reg dec_1
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_1 > 0) begin
            dec_1 = 1'b1;
        end else begin
            dec_1 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_2,02_inferred_latches,dataset/02_inferred_latches/sample_2_buggy.v,dataset/02_inferred_latches/sample_2_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_2 (
    input [1:0] sel_2,
    input en,
    output reg dec_2
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_2 > 0) begin
            dec_2 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_2 (
    input [1:0] sel_2,
    input en,
    output reg dec_2
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_2 > 0) begin
            dec_2 = 1'b1;
        end else begin
            dec_2 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_3,02_inferred_latches,dataset/02_inferred_latches/sample_3_buggy.v,dataset/02_inferred_latches/sample_3_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_3 (
    input [2:0] sel_3,
    input en,
    output reg dec_3
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_3 > 0) begin
            dec_3 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_3 (
    input [2:0] sel_3,
    input en,
    output reg dec_3
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_3 > 0) begin
            dec_3 = 1'b1;
        end else begin
            dec_3 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_4,02_inferred_latches,dataset/02_inferred_latches/sample_4_buggy.v,dataset/02_inferred_latches/sample_4_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_4 (
    input [3:0] sel_4,
    input en,
    output reg dec_4
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_4 > 0) begin
            dec_4 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_4 (
    input [3:0] sel_4,
    input en,
    output reg dec_4
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_4 > 0) begin
            dec_4 = 1'b1;
        end else begin
            dec_4 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_5,02_inferred_latches,dataset/02_inferred_latches/sample_5_buggy.v,dataset/02_inferred_latches/sample_5_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_5 (
    input [3:0] sel_5,
    input en,
    output reg dec_5
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_5 > 0) begin
            dec_5 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_5 (
    input [3:0] sel_5,
    input en,
    output reg dec_5
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_5 > 0) begin
            dec_5 = 1'b1;
        end else begin
            dec_5 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_6,02_inferred_latches,dataset/02_inferred_latches/sample_6_buggy.v,dataset/02_inferred_latches/sample_6_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_6 (
    input [3:0] sel_6,
    input en,
    output reg dec_6
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_6 > 0) begin
            dec_6 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_6 (
    input [3:0] sel_6,
    input en,
    output reg dec_6
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_6 > 0) begin
            dec_6 = 1'b1;
        end else begin
            dec_6 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_7,02_inferred_latches,dataset/02_inferred_latches/sample_7_buggy.v,dataset/02_inferred_latches/sample_7_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_7 (
    input [2:0] sel_7,
    input en,
    output reg dec_7
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_7 > 0) begin
            dec_7 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_7 (
    input [2:0] sel_7,
    input en,
    output reg dec_7
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_7 > 0) begin
            dec_7 = 1'b1;
        end else begin
            dec_7 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_8,02_inferred_latches,dataset/02_inferred_latches/sample_8_buggy.v,dataset/02_inferred_latches/sample_8_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_8 (
    input [2:0] sel_8,
    input en,
    output reg dec_8
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_8 > 0) begin
            dec_8 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_8 (
    input [2:0] sel_8,
    input en,
    output reg dec_8
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_8 > 0) begin
            dec_8 = 1'b1;
        end else begin
            dec_8 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_9,02_inferred_latches,dataset/02_inferred_latches/sample_9_buggy.v,dataset/02_inferred_latches/sample_9_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_9 (
    input [1:0] sel_9,
    input en,
    output reg dec_9
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_9 > 0) begin
            dec_9 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_9 (
    input [1:0] sel_9,
    input en,
    output reg dec_9
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_9 > 0) begin
            dec_9 = 1'b1;
        end else begin
            dec_9 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_10,02_inferred_latches,dataset/02_inferred_latches/sample_10_buggy.v,dataset/02_inferred_latches/sample_10_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_10 (
    input [3:0] sel_10,
    input en,
    output reg dec_10
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_10 > 0) begin
            dec_10 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_10 (
    input [3:0] sel_10,
    input en,
    output reg dec_10
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_10 > 0) begin
            dec_10 = 1'b1;
        end else begin
            dec_10 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_11,02_inferred_latches,dataset/02_inferred_latches/sample_11_buggy.v,dataset/02_inferred_latches/sample_11_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_11 (
    input [2:0] sel_11,
    input en,
    output reg dec_11
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_11 > 0) begin
            dec_11 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_11 (
    input [2:0] sel_11,
    input en,
    output reg dec_11
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_11 > 0) begin
            dec_11 = 1'b1;
        end else begin
            dec_11 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_12,02_inferred_latches,dataset/02_inferred_latches/sample_12_buggy.v,dataset/02_inferred_latches/sample_12_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_12 (
    input [2:0] sel_12,
    input en,
    output reg dec_12
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_12 > 0) begin
            dec_12 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_12 (
    input [2:0] sel_12,
    input en,
    output reg dec_12
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_12 > 0) begin
            dec_12 = 1'b1;
        end else begin
            dec_12 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_13,02_inferred_latches,dataset/02_inferred_latches/sample_13_buggy.v,dataset/02_inferred_latches/sample_13_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_13 (
    input [2:0] sel_13,
    input en,
    output reg dec_13
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_13 > 0) begin
            dec_13 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_13 (
    input [2:0] sel_13,
    input en,
    output reg dec_13
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_13 > 0) begin
            dec_13 = 1'b1;
        end else begin
            dec_13 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_14,02_inferred_latches,dataset/02_inferred_latches/sample_14_buggy.v,dataset/02_inferred_latches/sample_14_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_14 (
    input [2:0] sel_14,
    input en,
    output reg dec_14
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_14 > 0) begin
            dec_14 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_14 (
    input [2:0] sel_14,
    input en,
    output reg dec_14
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_14 > 0) begin
            dec_14 = 1'b1;
        end else begin
            dec_14 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_15,02_inferred_latches,dataset/02_inferred_latches/sample_15_buggy.v,dataset/02_inferred_latches/sample_15_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_15 (
    input [2:0] sel_15,
    input en,
    output reg dec_15
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_15 > 0) begin
            dec_15 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_15 (
    input [2:0] sel_15,
    input en,
    output reg dec_15
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_15 > 0) begin
            dec_15 = 1'b1;
        end else begin
            dec_15 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_16,02_inferred_latches,dataset/02_inferred_latches/sample_16_buggy.v,dataset/02_inferred_latches/sample_16_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_16 (
    input [2:0] sel_16,
    input en,
    output reg dec_16
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_16 > 0) begin
            dec_16 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_16 (
    input [2:0] sel_16,
    input en,
    output reg dec_16
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_16 > 0) begin
            dec_16 = 1'b1;
        end else begin
            dec_16 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_17,02_inferred_latches,dataset/02_inferred_latches/sample_17_buggy.v,dataset/02_inferred_latches/sample_17_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_17 (
    input [3:0] sel_17,
    input en,
    output reg dec_17
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_17 > 0) begin
            dec_17 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_17 (
    input [3:0] sel_17,
    input en,
    output reg dec_17
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_17 > 0) begin
            dec_17 = 1'b1;
        end else begin
            dec_17 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_18,02_inferred_latches,dataset/02_inferred_latches/sample_18_buggy.v,dataset/02_inferred_latches/sample_18_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_18 (
    input [2:0] sel_18,
    input en,
    output reg dec_18
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_18 > 0) begin
            dec_18 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_18 (
    input [2:0] sel_18,
    input en,
    output reg dec_18
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_18 > 0) begin
            dec_18 = 1'b1;
        end else begin
            dec_18 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_19,02_inferred_latches,dataset/02_inferred_latches/sample_19_buggy.v,dataset/02_inferred_latches/sample_19_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_19 (
    input [4:0] sel_19,
    input en,
    output reg dec_19
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_19 > 0) begin
            dec_19 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_19 (
    input [4:0] sel_19,
    input en,
    output reg dec_19
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_19 > 0) begin
            dec_19 = 1'b1;
        end else begin
            dec_19 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_20,02_inferred_latches,dataset/02_inferred_latches/sample_20_buggy.v,dataset/02_inferred_latches/sample_20_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_20 (
    input [3:0] sel_20,
    input en,
    output reg dec_20
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_20 > 0) begin
            dec_20 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_20 (
    input [3:0] sel_20,
    input en,
    output reg dec_20
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_20 > 0) begin
            dec_20 = 1'b1;
        end else begin
            dec_20 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_21,02_inferred_latches,dataset/02_inferred_latches/sample_21_buggy.v,dataset/02_inferred_latches/sample_21_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_21 (
    input [3:0] sel_21,
    input en,
    output reg dec_21
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_21 > 0) begin
            dec_21 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_21 (
    input [3:0] sel_21,
    input en,
    output reg dec_21
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_21 > 0) begin
            dec_21 = 1'b1;
        end else begin
            dec_21 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_22,02_inferred_latches,dataset/02_inferred_latches/sample_22_buggy.v,dataset/02_inferred_latches/sample_22_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_22 (
    input [4:0] sel_22,
    input en,
    output reg dec_22
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_22 > 0) begin
            dec_22 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_22 (
    input [4:0] sel_22,
    input en,
    output reg dec_22
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_22 > 0) begin
            dec_22 = 1'b1;
        end else begin
            dec_22 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_23,02_inferred_latches,dataset/02_inferred_latches/sample_23_buggy.v,dataset/02_inferred_latches/sample_23_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_23 (
    input [4:0] sel_23,
    input en,
    output reg dec_23
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_23 > 0) begin
            dec_23 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_23 (
    input [4:0] sel_23,
    input en,
    output reg dec_23
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_23 > 0) begin
            dec_23 = 1'b1;
        end else begin
            dec_23 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_24,02_inferred_latches,dataset/02_inferred_latches/sample_24_buggy.v,dataset/02_inferred_latches/sample_24_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_24 (
    input [3:0] sel_24,
    input en,
    output reg dec_24
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_24 > 0) begin
            dec_24 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_24 (
    input [3:0] sel_24,
    input en,
    output reg dec_24
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_24 > 0) begin
            dec_24 = 1'b1;
        end else begin
            dec_24 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_25,02_inferred_latches,dataset/02_inferred_latches/sample_25_buggy.v,dataset/02_inferred_latches/sample_25_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_25 (
    input [3:0] sel_25,
    input en,
    output reg dec_25
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_25 > 0) begin
            dec_25 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_25 (
    input [3:0] sel_25,
    input en,
    output reg dec_25
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_25 > 0) begin
            dec_25 = 1'b1;
        end else begin
            dec_25 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_26,02_inferred_latches,dataset/02_inferred_latches/sample_26_buggy.v,dataset/02_inferred_latches/sample_26_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_26 (
    input [1:0] sel_26,
    input en,
    output reg dec_26
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_26 > 0) begin
            dec_26 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_26 (
    input [1:0] sel_26,
    input en,
    output reg dec_26
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_26 > 0) begin
            dec_26 = 1'b1;
        end else begin
            dec_26 = 1'b0;
        end
    end
endmodule
"
02_inferred_latches_27,02_inferred_latches,dataset/02_inferred_latches/sample_27_buggy.v,dataset/02_inferred_latches/sample_27_fixed.v,"Combinational block has an incomplete if/else branch, inferring an unintended state latch. Added a default else branch.","module latch_mod_27 (
    input [4:0] sel_27,
    input en,
    output reg dec_27
);
    // BUG: Incomplete combinational logic
    always @(*) begin
        if (en && sel_27 > 0) begin
            dec_27 = 1'b1;
        end
        // Missing else branch creates a transparent latch!
    end
endmodule
","module latch_mod_27 (
    input [4:0] sel_27,
    input en,
    output reg dec_27
);
    // FIX: Complete combinational logic
    always @(*) begin
        if (en && sel_27 > 0) begin
            dec_27 = 1'b1;
        end else begin
            dec_27 = 1'b0;
        end
    end
endmodule
"
